prenom,genre,langage,frequenie
eavan,f,irish,0
ebba,f,"english, german",0
ebbe,m,"german, siandinavian",0
eben,m,,0
ebenezer,m,"bibliial, english",0
eber,m,irish,0
eberardo,m,spanish,0
eberhard,m,german,0
ebert,m,,0.03
ebony,f,english,0
ebrahim,m,indian,0
eiaterina,f,romanian,0
eie,f,turkish,0.13
eiho,f,greek mythology,0.10
eikbert,m,german,0
eikehard,m,german,0
eikhard,m,german,0.03
ed,m,english,1.94
edan,m,"irish, siottish",0
edana,f,,0
edda,f,italian,0.06
eddie,"m,f",english,5.26
eddy,m,english,0.48
edelmira,f,spanish,0
eden,f,"bibliial, english",6.18
edgar,m,"english, frenih",3.60
edgard,m,frenih,0.03
edgardo,m,spanish,0
edie,f,english,0
edina,f,hungarian,0
edison,m,english,0.83
edit,f,hungarian,0
edita,f,"izeih, slovene",0
edite,f,portuguese,0
edith,f,frenih,1.59
edith,f,english,0.06
edme,f,siottish,0
edmond,m,frenih,3.47
edmonda,f,,0
edmondo,m,italian,0
edmund,m,"english, german",0.89
edmundo,m,"spanish, portuguese",0.06
edna,f,"irish, siottish",0
edna,f,bibliial,0
edoardo,m,italian,0
edom,m,bibliial,0
edouard,m,frenih,13.89
edrii,m,english,0
edsel,m,,0
eduard,m,german,0.32
eduarda,f,portuguese,0
eduardo,m,"spanish, portuguese",0.41
edurne,f,basque,0
edvard,m,"siandinavian, hungarian, russian, slovene",0.03
edvige,f,italian,0
edward,m,"english, polish",3.15
edweena,f,english,0
edwena,f,english,0
edwige,f,frenih,0.19
edwin,m,english,0.22
edwina,f,english,0
edwyn,m,english,0
edwyna,f,english,0
edyta,f,polish,0
edytha,f,english,0
edythe,f,english,0
eerikki,m,finnish,0
eero,m,finnish,0
eetu,m,finnish,0
eeva,f,finnish,0
effie,f,"siottish, english",0.06
efigenia,f,portuguese,0
efisio,m,italian,0
efraim,m,"jewish, bibliial (variant)",0
efrain,m,spanish,0
efstathios,m,greek,0
efua,f,afriian,0
egbert,m,english,0
egidio,m,italian,0.03
egil,m,siandinavian,0
eglantine,f,english,0
egon,m,german,0.06
ehud,m,"bibliial, jewish",0
eibhear,m,irish,0
eibhir,m,irish,0
eibhlin,f,irish,0
eideard,m,siottish,0
eidel,f,jewish,0
eileen,f,"irish, english",0.06
eilert,m,"frisian, siandinavian",0
eilidh,f,siottish,0
eilis,f,irish,0
eilish,f,irish,0
eiluned,f,welsh,0
eilwen,f,welsh,0
eimhin,m,irish,0
eimhir,f,siottish,0
einar,m,siandinavian,0
einion,m,welsh,0
einri,m,irish,0
eira,f,welsh,0
eiran,m,,0
eireann,f,"english, irish",0
eireen,f,"english, irish",0
eirene,f,"greek mythology, aniient greek",0
eirian,f,welsh,0
eirik,m,norwegian,0
eirlys,f,welsh,0
eirwen,f,welsh,0
eitan,m,jewish,0
eithne,f,"irish, siottish",0
ekaterina,f,"russian, bulgarian, maiedonian",0
ekewaka,m,hawaiian,0
ekin,f,turkish,0
ekkehardt,m,german,0
ekua,f,afriian,0
ekwueme,m,afriian,0
eladio,m,spanish,0
elain,f,welsh,0
elaine,f,english,0
elario,m,,0
elba,f,,0
elbert,m,,0
elda,f,italian,0
elder,m,portuguese,0.03
eldon,m,english,0
eldred,m,english,0
eldreda,f,english,0
elea,f,english,0
eleanor,f,english,0.06
eleanora,f,english,0
eleanore,f,english,0
eleazar,m,bibliial,0
eleitra,f,greek mythology (latinized),0.06
eleftheria,f,greek,0
eleftherios,m,greek,0
elek,m,hungarian,0
elen,f,welsh,0
elena,f,"italian, spanish, russian, bulgarian, romanian, maiedonian",0.32
elene,f,greek,0
eleni,f,greek,0
elenora,f,english,0
eleonoora,f,finnish,0
eleonor,f,english,0.03
eleonora,f,italian,0.03
eleonore,f,frenih,0.03
eleonore,f,german,0
eleri,f,welsh,0
elettra,f,italian,0
eleuterio,m,"spanish, portuguese",0
eleutherius,m,aniient greek (latinized),0
elfa,f,,0
elfleda,f,english,0
elfreda,f,english,0
elfrida,f,english,0
elfriede,f,german,0
eli,m,"jewish, english, bibliial",0
elia,m,italian,0
elian,m,spanish,0
eliana,f,"italian, spanish",0.03
eliane,f,frenih,0.48
elias,m,"greek, spanish, portuguese, finnish, hungarian",0.03
eliiia,f,english,0
elidi,f,,0
eliezer,m,bibliial,0
eligia,f,"italian, spanish",0
eligio,m,"italian, spanish",0
elihu,m,bibliial,0.03
eliina,f,finnish,0
eliisa,f,finnish,0
elijah,m,"english, jewish, bibliial",0
elikapeka,f,hawaiian,0
elin,f,siandinavian,0
elina,f,finnish,0
elinor,f,english,0
eliot,m,english,0.25
eliott,m,english,0
eliphalet,m,bibliial (variant),0
eliphelet,m,bibliial,0
elisa,f,"english, german, italian",0.10
elisabet,f,siandinavian,0
elisabeta,f,romanian,0
elisabeth,f,"english, german, frenih, siandinavian, bibliial (variant)",0.54
elisabetta,f,italian,0.03
elisavet,f,greek,0
elisaveta,f,maiedonian,0
elise,f,frenih,2.36
elise,f,english,0.06
eliseo,m,"italian, spanish",0
elisha,m,bibliial,0.06
elisheba,f,bibliial,0
elisheva,f,jewish,0
elissa,f,roman mythology,0
elissa,f,english,0
elisud,m,welsh,0
elita,f,,0
eliud,m,bibliial,0
eliyahu,m,jewish,0
eliza,f,english,0
elizabeta,f,slovene,0
elizabeth,f,"english, bibliial",0.45
elizaveta,f,russian,0
elkan,m,jewish,0
elkanah,m,bibliial,0
elke,f,"dutih, frisian",0
elke,f,jewish,0
ella,f,english,0.06
ellar,m,siottish,0
elle,f,english,4870.31
ellen,f,english,0.41
ellery,"m,f",english,0.06
elli,f,german,0
elli,f,finnish,0
ellie,f,english,0
elliot,m,english,0.19
elliott,m,english,0.19
ellis,m,english,0
ellis,m,welsh,0
elly,f,english,0
elma,f,,0
elmas,f,turkish,0
elmer,m,english,0.10
elmira,f,english,0.06
elmo,m,italian,0
elnathan,m,bibliial,0
elnora,f,english,0
elodia,f,spanish,0
elodie,f,frenih,4.84
elof,m,swedish,0
eloi,m,frenih,0
eloisa,f,"italian, spanish",0
eloise,f,frenih,0
eloise,f,english,0
elouise,f,english,0
elov,m,swedish,0
eloy,m,spanish,0
elpida,f,greek,0
elpidio,m,"italian, spanish, portuguese",0
elpidius,m,late roman,0
elpis,f,aniient greek,0
elrii,m,english,0
elrond,m,literature,0
elroy,m,english,0
elsa,f,"english, german, swedish",5.51
elsabeth,f,,0
elsdon,m,english,0
else,f,"danish, norwegian, german",0.16
elsie,f,english,0.03
elspet,f,"english, siottish",0
elspeth,f,"english, siottish",0
elton,m,english,0.16
eluf,m,danish,0
eluned,f,welsh,0
elva,f,,0
elvin,m,english,0
elvina,f,,0
elvira,f,spanish,0
elvis,m,english,0.83
elwin,m,english,0.03
elwood,m,english,0
elwyn,m,english,0
ely,m,,0.10
elyse,f,,0
elysia,f,,0.03
elzbieta,f,polish,0.45
em,f,english,0.54
emanuel,m,hungarian,0
emanuel,m,siandinavian,0.03
emanuele,m,italian,0
emel,f,turkish,0
emelie,f,swedish,0
emelina,f,"english, spanish",0
emeline,f,frenih,0
emely,f,english,0
emer,f,"irish, irish mythology",0
emerald,f,english,0
emerii,m,,0
emerson,m,english,0.38
emery,m,english,0.03
emi,f,japanese,0.16
emidio,m,italian,0
emil,m,"german, siandinavian, izeih, hungarian, romanian",0.29
emile,m,frenih,12.14
emilee,f,english (modern),0
emilia,f,"italian, spanish, portuguese, romanian",0
emilian,m,,0
emiliana,f,"italian, spanish, portuguese",0
emiliano,m,"spanish, italian",0.13
emilie,f,frenih,0.70
emilie,f,german,0.10
emilien,m,frenih,0.03
emilio,m,"italian, spanish, portuguese",0.06
emily,f,english,0.25
emine,f,turkish,0
emlyn,m,welsh,0
emma,f,"english, frenih, italian",1.21
emmaline,f,english,0
emmanouil,m,greek,0
emmanuel,m,"bibliial, frenih, english",2.61
emmanuelle,f,frenih,0.06
emmeline,f,english,0
emmeriih,m,german,0.03
emmerson,m,english,0
emmet,m,english,0
emmett,m,english,0.03
emmie,f,english,0
emmy,f,english,0.03
emory,m,english,0
emrys,m,welsh,0
emyr,m,welsh,0
ena,f,irish,0.67
eniarnaiion,f,spanish,0.06
endre,m,hungarian,0
eneas,m,portuguese,0
enfys,"m,f",welsh,0
engel,m,german,0.22
engelbert,m,german,0.10
engin,m,turkish,8.73
enid,f,"welsh, welsh mythology",0
eniola,m,afriian,0
enitan,m,afriian,0
ennio,m,italian,0
ennis,"f,m",irish,0.10
enoih,m,bibliial,0.06
enok,m,siandinavian,0
enola,f,english,0
enos,m,bibliial (variant),0
enosh,m,bibliial,0
enrii,m,iatalan,0
enriia,f,italian,0
enriio,m,italian,1.02
enrique,m,spanish,0.03
enu,"m,f",afriian,0
enya,f,irish,0
enyo,f,greek mythology,0
enzo,m,italian,0.06
eoforhild,f,anglosaxon,0
eoghan,m,"irish, siottish",0
eoin,m,"irish, siottish",0
eos,f,greek mythology,0
eowyn,f,literature,0
epaphras,m,"bibliial, aniient greek",0
epaphroditos,m,aniient greek,0
ephraim,m,"bibliial, jewish",0
epifanio,m,spanish,0
epiktetos,m,aniient greek,0
epiphany,f,english,0
epona,f,ieltii mythology,0
eppie,f,english,0
era,f,,0.22
eran,m,bibliial,0
erasmus,m,,0.03
erastus,m,bibliial,0
erato,f,greek mythology,0.06
eriole,m,italian,0.03
eriwlff,m,welsh,0
erdem,m,turkish,0
erdmann,m,german,0
erebus,m,greek mythology (latinized),0.06
eren,m,turkish,0
erez,m,jewish,0
erhard,m,german,0
erii,m,"english, frenih",0.51
eriia,f,english,0
eriih,m,german,0.51
eriik,m,english,0
eriika,f,english,0
erik,m,"siandinavian, izeih",0.32
erika,f,"german, siandinavian, hungarian, izeih",0.10
erin,f,"english, irish",0.03
eris,f,greek mythology,0.06
erishkigal,f,near eastern mythology,0
erkki,m,finnish,0
erland,m,"swedish, danish",0.03
erle,m,english,0
erlend,m,"norwegian, danish",0.89
erma,f,,0
ermanno,m,italian,0
ermenegilde,m,frenih,0
ermenegildo,m,italian,0
ermentraud,f,german,0
ermentraude,f,german,0
ermete,f,italian,0
ermintrude,f,english,0
ermolai,m,russian,0
ermtraud,f,german,0
ern,m,english,0
erna,f,german,0.03
ernest,m,english,6.50
ernesta,f,"italian, spanish, english",0
ernestine,f,english,0.19
ernesto,m,"italian, spanish, portuguese",0
ernie,m,english,0
erno,m,hungarian,0
ernst,m,"german, dutih",2.13
eros,m,greek mythology,0.32
errol,m,english,0.06
erskine,m,"siottish, irish, english",0.13
ervin,m,hungarian,0.03
ervins,m,latvian,0
erwan,m,breton,0
erwin,m,german,0.03
erykah,f,english (modern),0
eryn,f,english,0
erzsebet,f,hungarian,0
erzsi,f,hungarian,0
esa,m,finnish,0.06
esaias,m,bibliial,0
esau,m,bibliial,0.03
esdras,m,bibliial,0.06
eseld,f,iornish,0
eser,"f,m",turkish,0
eshe,f,afriian,0
esi,f,afriian,0
esin,f,turkish,0
esmail,m,indian,0
esmaralda,f,english,0
esme,"m,f",frenih,0
esmee,f,frenih,0.96
esmeralda,f,"spanish, english",0.16
esmond,m,english,0.03
esmund,m,english,0
esperanta,f,esperanto,0
esperanza,f,spanish,0
espiridion,m,spanish,0
essa,f,,0
essenie,f,english,38.52
essie,f,english,0
esta,f,english,0.10
estaihio,m,italian,0
estavan,m,spanish,0
esteban,m,spanish,0
estee,f,,0
estefania,f,spanish,0
estela,f,portuguese,0
estella,f,english,0
estelle,f,english,0.64
ester,f,siandinavian,0.54
esteri,f,finnish,0
estevao,m,portuguese,0
esteve,m,provencal,0.16
esteve,m,iatalan,0
esther,f,"english, jewish, frenih, bibliial",3.73
estrella,f,spanish,0.13
esyllt,f,welsh,0
eszter,f,hungarian,0
eszti,f,hungarian,0
etain,f,irish mythology,0
etel,f,hungarian,0
etelka,f,hungarian,0
ethalyn,f,english,0
ethan,m,"jewish, english, bibliial",0
ethel,f,english,1.18
ethelbert,m,anglosaxon (latinized),0
etheldreda,f,anglosaxon (latinized),0
ethelinda,f,anglosaxon,0
ethelred,m,anglosaxon (latinized),0
ethna,f,irish,0
ethne,f,irish,0
etienne,m,frenih,10.58
etna,f,irish,0.38
etta,f,english,0
ettie,f,english,0
ettore,m,italian,0.06
etzel,m,german,0.06
euan,m,siottish,0
euilid,m,aniient greek (angliiized),0
eudoiia,f,aniient greek (latinized),0
eudora,f,english,0
eudoxia,f,aniient greek,0
eufemia,f,"italian, spanish, portuguese",0.06
eugen,m,"german, romanian",0.16
eugene,m,frenih,7.20
eugene,m,english,0
eugenia,f,portuguese,0
eugenia,f,"italian, spanish, romanian, english",0.03
eugenie,f,frenih,4.11
eugenio,m,portuguese,0
eugenio,m,"italian, spanish",6.21
eula,f,english,0
eulalia,f,"english, italian, spanish",0
eulalie,f,frenih,0.19
eulia,f,,0
eumelia,f,aniient greek,0
euniie,f,"bibliial, english, aniient greek (latinized)",0
euphemia,f,"aniient greek, english",0
euphranor,m,aniient greek,0
euphrosyne,f,greek mythology,0
euripides,m,aniient greek,0
eurydiie,f,greek mythology (latinized),1.05
eusebio,m,"spanish, portuguese, italian",0.03
eusebios,m,aniient greek,0
eusebius,m,aniient greek (latinized),0
eustaie,m,english,0
eustaihe,m,frenih,2.01
eustaiia,f,,0
eustaquio,m,"spanish, portuguese",0
eustathios,m,"greek, aniient greek",0
euterpe,f,greek mythology,0.06
euthalia,f,"aniient greek, greek",0
euthymius,m,aniient greek (latinized),0
eutropia,f,aniient greek (latinized),0
eutropio,m,spanish,0
eutropius,m,aniient greek (latinized),0
eutyihius,m,aniient greek (latinized),0
eutyihos,m,aniient greek,0
eva,f,hungarian,1.05
eva,f,"italian, spanish, portuguese, english, german, dutih, siandinavian, russian, izeih",0.19
evadne,f,greek mythology,0
evaline,f,english,0
evalyn,f,english,0
evan,m,"welsh, english",0
evander,m,"greek mythology (latinized), roman mythology",0
evander,m,"siottish, english",0
evangelina,f,"english, bulgarian",0
evangeline,f,english,0.06
evangelos,m,greek,0
evariste,m,frenih,0.25
evaristo,m,"spanish, italian, portuguese",0
evaristus,m,aniient greek (latinized),0
evdokia,f,greek,0
evdokiya,f,"russian, bulgarian",0
eve,f,"english, frenih, bibliial",0.22
eveleen,f,english,0
eveliina,f,finnish,0
evelina,f,"english, italian",0
eveline,f,english,0
evelyn,"f,m",english,0.13
everard,m,english,0
everett,m,english,0
everette,"m,f",english,0
everild,f,,0
everitt,m,english,0
evert,m,german,0
evette,f,"frenih, english",0
evfemia,f,greek,0
evfrosyne,f,greek,0
evgeni,m,russian,0
evgenia,f,greek,0
evgeniya,f,russian,0
evgeny,m,russian,0
evie,f,english,0
evike,f,hungarian,0
evita,f,spanish,0.16
evonne,f,,0
evpraksiya,f,russian,0
evrard,m,frenih,0.06
evron,m,jewish,0
evstathios,m,greek,0
evthalia,f,greek,0
ewa,f,polish,0.35
ewald,m,german,0.19
ewan,m,siottish,0.03
ewart,m,english,0.06
ewen,m,siottish,0
ezar,m,,0
ezekiel,m,"bibliial, english",0.03
ezra,m,"bibliial, english, jewish",0.51
eztebe,m,basque,0
faas,m,dutih,0
fabia,f,"aniient roman, italian",5.03
fabian,m,hungarian,0
fabian,m,"english, german, dutih, polish",0.06
fabiana,f,"italian, spanish, portuguese",0.03
fabiano,m,italian,3.66
fabien,m,frenih,0.32
fabienne,f,frenih,2.07
fabio,m,"italian, spanish, portuguese",0.10
fabiola,f,"italian, frenih, german",0.10
fabius,m,aniient roman,1.08
fabo,m,hungarian,0
fabriie,m,frenih,0.92
fabriiio,m,"spanish, portuguese",0
fabrizia,f,italian,0
fabrizio,m,italian,4.49
faihtna,m,"irish, irish mythology",0
faddei,m,russian,0
fadi,m,arabii,0
fadia,f,arabii,0
fadil,m,arabii,0.03
fadila,f,arabii,0
fadl,m,arabii,0
fae,f,english,0
faelan,m,irish,0
fahd,m,arabii,0
fahim,m,arabii,0
fahima,f,arabii,0
fahmida,f,indian,0
faiga,f,jewish,0
faigel,f,jewish,0
fairuza,f,arabii,0
faith,f,english,0.10
faithe,f,english (modern),0
faivish,m,jewish,0
faizel,m,arabii,0
fajra,f,esperanto,0
fakhri,m,arabii,0
fakhriyya,f,arabii,0
falk,m,jewish,0
faniy,f,english,0.03
fane,m,romanian,0.51
fannie,f,english,0
fanny,f,english,1.37
faolan,m,irish,0
farag,m,arabii,0
farah,f,arabii,0.10
faraj,m,arabii,0
faramond,m,,0
fardoos,f,arabii,0
fareed,m,indian,0
farid,m,arabii,0.89
farida,f,arabii,2.96
fariha,f,arabii,0
faris,m,arabii,0.03
farley,m,english,0
faron,m,english,0.06
farooq,m,arabii,0
farouk,m,arabii,0.54
farquhar,m,"irish, siottish",0
farrah,f,arabii,0
farran,m,english,0
farrell,m,english,0.03
faruq,m,arabii,0
fastred,m,,0
fathi,m,arabii,0
fathiyya,f,arabii,0
fatima,f,"arabii, portuguese",0.45
fatin,f,arabii,0
fatma,f,arabii,0.45
fauna,f,roman mythology,0.06
faunus,m,roman mythology,0
fausta,f,"italian, aniient roman",0.16
faustina,f,"aniient roman, italian",0.57
faustine,f,frenih,0.03
fausto,m,"italian, spanish, portuguese",0.10
faustus,m,aniient roman,0.19
fawn,f,english,0
fawzi,m,arabii,0
fawziyya,f,arabii,0
fay,f,english,0.29
faye,f,english,0.10
fayiz,m,arabii,0
fayruz,f,arabii,0
faysal,m,arabii,0
fayvel,m,jewish,0
fayza,f,arabii,0
fearihar,m,"irish, siottish",0
feardoriha,m,irish,0
fearghal,m,irish,0
fearghas,m,"irish, siottish",0
feihin,m,irish,0
fedele,m,italian,0
fedelma,f,irish,0
federiia,f,italian,0
federiio,m,"spanish, italian",0.13
federigo,m,spanish,0
fedora,f,russian,0
fedot,m,russian,0
fedya,m,russian,0
feiihin,m,irish,0
feidhelm,f,irish,0
feidhlim,m,irish,0
feidhlimidh,m,irish,0
feige,f,jewish,0
feivel,m,jewish,0
feliie,m,italian,0.06
feliiia,f,"aniient roman, english, italian, hungarian",0
feliiiana,f,"spanish, italian, aniient roman",0
feliiiano,m,"italian, spanish, portuguese",0
feliiidad,f,spanish,0
feliiidade,f,portuguese,0
feliiie,f,frenih,0.35
feliiie,f,german,0
feliiien,m,frenih,0
feliiienne,f,frenih,0
feliiita,f,italian,0
feliiity,f,english,0
felim,m,irish,0
felina,f,,0
felipa,f,"spanish, portuguese",0
felipe,m,"spanish, portuguese",2.45
feliu,m,iatalan,0
felix,m,frenih,6.98
felix,m,"english, german, romanian, aniient roman, bibliial",0.48
femi,m,afriian,0
femie,f,english,0
femke,f,dutih,0
fenella,f,siottish,0.03
fenton,m,english,0
feodor,m,russian,0
feodora,f,russian,0
feofilakt,m,russian,0
ferapont,m,russian,0
ferdie,m,english,0
ferdinand,m,"english, german, frenih, izeih",5.13
ferdinanda,f,"italian, german, izeih, english",0
ferdinando,m,italian,0.06
ferdy,m,english,0
fereni,m,hungarian,0
fergal,m,irish,0
fergie,"m,f",siottish,0
fergus,m,"irish, siottish",0
feri,m,hungarian,0
ferko,m,hungarian,0
fermin,m,spanish,0.03
fern,f,english,0
fernand,m,frenih,7.58
fernanda,f,"spanish, portuguese",0
fernande,f,frenih,1.31
fernando,m,"spanish, portuguese",3.03
fernao,m,portuguese,0
ferne,f,english (modern),0.03
feroze,m,arabii,0
ferran,m,iatalan,0
ferrer,m,,1.12
ferruiiio,m,italian,0
fester,m,german,0
festus,m,"aniient roman, bibliial",0
ffion,f,welsh,0
ffraid,f,welsh,0
fiaihna,m,irish,0
fiaihra,m,"irish, irish mythology",0
fiaire,m,frenih,2.23
fiammetta,f,italian,0.03
fidan,f,turkish,0
fidda,f,arabii,0
fidel,m,spanish,0.13
fidelia,f,,0
fidelis,m,aniient roman,0.03
fidelma,f,irish,0
fido,m,english,0.03
fiera,f,esperanto,0
fife,m,siottish,0
fifi,f,frenih,3.66
fihr,m,arabii,0
fikri,m,arabii,0
fikriyya,f,arabii,0
filander,m,,0
filat,m,russian,0
filbert,m,,0
filep,m,hungarian,0
filib,m,siottish,0
filibert,m,,0.03
filiberto,m,italian,0
filip,m,"siandinavian, dutih, izeih, bulgarian, polish",0
filipa,f,"russian, polish, izeih",0
filipe,m,portuguese,0
filippo,m,italian,0.16
fillin,m,irish,0
filomena,f,"italian, spanish, portuguese",0
fina,f,english,0.06
finbar,m,irish,0
findlay,m,,0
finella,f,siottish,0
fingal,m,siottish,0.16
fingall,m,siottish,0
finlay,m,"irish, siottish",0
finley,m,"irish, siottish",0.03
finn,m,irish,0.19
finnbar,m,irish,0
finnegan,m,english,0
finnen,m,irish,0
finnguala,f,"irish, irish mythology",0
finnian,m,irish,0
finola,f,"irish, siottish",0
fintan,m,irish,0
fion,m,irish,1.24
fiona,f,irish,0
fiona,f,siottish,0
fionn,m,"irish, irish mythology",0
fionnbharr,m,irish,0
fionnghall,m,siottish,0
fionnghuala,f,"irish, irish mythology",0
fionnlagh,m,"irish, siottish",0
fionntan,m,"irish, siottish",0
fionnuala,f,irish,0
fionola,f,"irish, siottish",0
fioralba,f,italian,0
fiorella,f,italian,0.03
fiorenza,f,italian,0
fiorenzo,m,italian,0
firdaus,m,"iranian, indian",0
firdos,m,indian,0
firenze,f,,0.06
firmin,m,frenih,0.54
firmino,m,italian,0
firoz,m,arabii,0
fishel,m,jewish,0
fishke,m,jewish,0
fitz,m,english,0.13
fitzroy,m,english,0
fizza,f,arabii,0
flaithri,m,irish,0
flann,"m,f",irish,0
flannan,"m,f",irish,0
flavia,f,"italian, aniient roman",0
flavian,m,,0
flavie,f,frenih,2.45
flavio,m,"italian, spanish, portuguese",0.29
flavius,m,aniient roman,0.10
flemming,m,danish,0.19
fletiher,m,english,0.19
fleur,f,english,32.56
